0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.0
34.0,0.0
35.0,0.0
36.0,0.0
37.0,0.0
38.0,0.0
39.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
43.0,0.0
44.0,0.0
45.0,0.0
46.0,0.0
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
65.0,0.0
66.0,0.0
67.0,0.0
68.0,0.0
69.0,0.0
70.0,0.0
71.0,0.0
72.0,0.0
73.0,0.0
74.0,0.0
75.0,0.0
76.0,0.0
77.0,0.0
78.0,0.0
79.0,0.0
80.0,0.0
81.0,0.0
82.0,0.0
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,0.0
88.0,0.0
89.0,0.0
90.0,0.0
91.0,0.0
92.0,0.0
93.0,0.0
94.0,0.0
95.0,0.0
96.0,0.0
97.0,0.0
98.0,0.0
99.0,0.0
100.0,0.0
101.0,0.0
102.0,0.0
103.0,0.0
104.0,0.0
105.0,0.0
106.0,0.0
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.0
111.0,0.0
112.0,0.0
113.0,0.0
114.0,0.0
115.0,-9.539427009486664
116.0,0.9423456887729836
117.0,-0.07020396952460657
118.0,2.691454870444392
119.0,4.550237296672735
120.0,7.424376508902879
121.0,10.837633248290102
122.0,10.999188868833622
123.0,17.292391787829526
124.0,19.996263939655197
125.0,19.395046811047255
126.0,21.11616079726631
127.0,24.999877669716792
128.0,29.368535800758814
129.0,32.90068336239095
130.0,35.047096481535476
131.0,36.61335414759742
132.0,41.943057764241466
133.0,47.78463683597132
134.0,51.287570625808286
135.0,56.45116370879352
136.0,62.79296998116522
137.0,69.89617665410861
138.0,77.5472519593943
139.0,84.09800852486546
140.0,80.71877088933918
141.0,69.5369045179487
142.0,55.929117551751034
143.0,42.5214580062554
144.0,35.11758073327153
145.0,29.81075717782911
146.0,24.5483663727029
147.0,18.739851789900825
148.0,13.366443052103866
149.0,9.550007621030549
150.0,6.245315153288661
151.0,2.88296548707283
152.0,3.2052408558478582
153.0,3.438431656439469
154.0,2.62348681877715
155.0,0.7305174893643701
156.0,1.1417286527577766
157.0,2.2222265565994452
158.0,3.2068329102190622
159.0,4.281079466159598
160.0,4.613914497205634
161.0,1.0575897857616534
162.0,0.8999269608347428
163.0,1.6255742792159478
164.0,2.5515619186866028
165.0,1.7385897217744175
166.0,2.026160995428682
167.0,0.7728755391588561
168.0,0.8751194377525995
169.0,3.4322878542601405
170.0,4.556193032061355
171.0,4.769329345068852
172.0,4.746131091063604
173.0,3.5107684406757893
174.0,4.9281599454765335
175.0,5.119437070071985
176.0,5.236734717979154
177.0,6.990510704893373
178.0,10.699584939181687
179.0,11.263313839733646
180.0,13.861504730018794
181.0,17.262616063780555
182.0,13.773092883034813
183.0,16.116754543124447
184.0,19.170338879194297
185.0,20.610458536805865
186.0,19.89708666111101
187.0,15.051433876745865
188.0,15.613988044005364
189.0,16.8088009786734
190.0,14.837331285881437
191.0,16.739276297032735
192.0,18.268367227268783
193.0,17.10944590314486
